iter	Passed	Remaining
3235	18494	4366
3236	18501	4360
3237	18506	4355
3238	18512	4349
3239	18518	4343
3240	18524	4338
3241	18531	4332
3242	18536	4326
3243	18543	4321
3244	18550	4315
3245	18555	4310
3246	18563	4304
3247	18568	4299
3248	18574	4293
3249	18582	4288
3250	18589	4282
3251	18594	4276
3252	18600	4271
3253	18606	4265
3254	18612	4260
3255	18620	4254
3256	18625	4248
3257	18630	4242
3258	18635	4237
3259	18640	4231
3260	18645	4225
3261	18651	4219
3262	18656	4213
3263	18661	4208
3264	18666	4202
3265	18672	4196
3266	18676	4190
3267	18682	4184
3268	18687	4178
3269	18692	4172
3270	18697	4167
3271	18702	4161
3272	18707	4155
3273	18712	4149
3274	18717	4143
3275	18722	4137
3276	18727	4131
3277	18732	4126
3278	18738	4120
3279	18743	4114
3280	18748	4108
3281	18753	4102
3282	18758	4096
3283	18763	4090
3284	18768	4084
3285	18774	4079
3286	18781	4073
3287	18789	4068
3288	18797	4063
3289	18804	4058
3290	18811	4052
3291	18816	4046
3292	18822	4041
3293	18827	4035
3294	18833	4029
3295	18840	4024
3296	18846	4018
3297	18853	4013
3298	18860	4007
3299	18866	4001
3300	18873	3996
3301	18880	3991
3302	18885	3985
3303	18890	3979
3304	18895	3973
3305	18900	3967
3306	18905	3961
3307	18910	3955
3308	18915	3950
3309	18920	3944
3310	18925	3938
3311	18931	3932
3312	18936	3926
3313	18941	3920
3314	18949	3915
3315	18955	3910
3316	18961	3904
3317	18969	3899
3318	18974	3893
3319	18979	3887
3320	18984	3881
3321	18989	3875
3322	18995	3869
3323	19000	3864
3324	19005	3858
3325	19010	3852
3326	19015	3846
3327	19020	3840
3328	19025	3834
3329	19030	3829
3330	19035	3823
3331	19041	3817
3332	19045	3811
3333	19050	3805
3334	19055	3799
3335	19060	3793
3336	19065	3787
3337	19070	3782
3338	19076	3776
3339	19081	3770
3340	19085	3764
3341	19091	3758
3342	19096	3752
3343	19101	3747
3344	19106	3741
3345	19111	3735
3346	19116	3729
3347	19121	3723
3348	19127	3718
3349	19134	3712
3350	19140	3706
3351	19145	3701
3352	19150	3695
3353	19155	3689
3354	19161	3683
3355	19166	3677
3356	19170	3672
3357	19176	3666
3358	19181	3660
3359	19186	3654
3360	19192	3648
3361	19198	3643
3362	19205	3637
3363	19212	3632
3364	19218	3626
3365	19225	3621
3366	19231	3615
3367	19237	3609
3368	19245	3604
3369	19251	3599
3370	19257	3593
3371	19264	3587
3372	19271	3582
3373	19276	3576
3374	19282	3570
3375	19287	3565
3376	19292	3559
3377	19302	3554
3378	19310	3549
3379	19317	3543
3380	19323	3537
3381	19328	3531
3382	19333	3526
3383	19338	3520
3384	19344	3514
3385	19348	3508
3386	19354	3502
3387	19360	3497
3388	19365	3491
3389	19370	3485
3390	19375	3479
3391	19380	3473
3392	19386	3468
3393	19392	3462
3394	19398	3456
3395	19404	3451
3396	19411	3445
3397	19416	3439
3398	19421	3434
3399	19426	3428
3400	19431	3422
3401	19436	3416
3402	19441	3410
3403	19446	3404
3404	19452	3399
3405	19456	3393
3406	19462	3387
3407	19466	3381
3408	19472	3375
3409	19478	3370
3410	19484	3364
3411	19490	3358
3412	19496	3353
3413	19501	3347
3414	19506	3341
3415	19512	3335
3416	19517	3330
3417	19522	3324
3418	19531	3319
3419	19536	3313
3420	19542	3307
3421	19547	3301
3422	19553	3295
3423	19558	3290
3424	19563	3284
3425	19568	3278
3426	19574	3272
3427	19579	3266
3428	19584	3261
3429	19590	3255
3430	19595	3249
3431	19600	3243
3432	19606	3238
3433	19611	3232
3434	19618	3226
3435	19623	3221
3436	19629	3215
3437	19634	3209
3438	19641	3204
3439	19648	3198
3440	19655	3193
3441	19660	3187
3442	19666	3181
3443	19672	3175
3444	19678	3170
3445	19685	3164
3446	19692	3159
3447	19698	3153
3448	19704	3147
3449	19711	3142
3450	19719	3137
3451	19724	3131
3452	19730	3125
3453	19735	3119
3454	19739	3113
3455	19744	3107
3456	19749	3102
3457	19754	3096
3458	19759	3090
3459	19764	3084
3460	19769	3078
3461	19774	3073
3462	19779	3067
3463	19785	3061
3464	19790	3055
3465	19794	3049
3466	19799	3043
3467	19805	3038
3468	19810	3032
3469	19815	3026
3470	19821	3020
3471	19828	3015
3472	19835	3009
3473	19840	3004
3474	19845	2998
3475	19851	2992
3476	19857	2986
3477	19862	2981
3478	19867	2975
3479	19873	2969
3480	19878	2963
3481	19883	2957
3482	19888	2952
3483	19893	2946
3484	19899	2940
3485	19904	2934
3486	19909	2929
3487	19914	2923
3488	19919	2917
3489	19924	2911
3490	19929	2905
3491	19934	2900
3492	19940	2894
3493	19946	2888
3494	19951	2882
3495	19956	2877
3496	19961	2871
3497	19966	2865
3498	19971	2859
3499	19976	2853
3500	19981	2848
3501	19987	2842
3502	19992	2836
3503	19998	2830
3504	20003	2825
3505	20008	2819
3506	20015	2813
3507	20020	2807
3508	20025	2802
3509	20031	2796
3510	20036	2790
3511	20041	2784
3512	20046	2779
3513	20052	2773
3514	20057	2767
3515	20062	2761
3516	20067	2755
3517	20072	2750
3518	20077	2744
3519	20082	2738
3520	20088	2732
3521	20093	2727
3522	20098	2721
3523	20103	2715
3524	20108	2709
3525	20113	2703
3526	20118	2698
3527	20123	2692
3528	20128	2686
3529	20133	2680
3530	20138	2674
3531	20143	2669
3532	20148	2663
3533	20153	2657
3534	20158	2651
3535	20163	2645
3536	20170	2640
3537	20177	2634
3538	20182	2629
3539	20187	2623
3540	20192	2617
3541	20198	2611
3542	20203	2605
3543	20208	2600
3544	20213	2594
3545	20218	2588
3546	20223	2582
3547	20228	2576
3548	20233	2571
3549	20239	2565
3550	20246	2560
3551	20253	2554
3552	20260	2548
3553	20268	2543
3554	20274	2537
3555	20279	2532
3556	20285	2526
3557	20291	2520
3558	20297	2515
3559	20303	2509
3560	20309	2503
3561	20316	2498
3562	20322	2492
3563	20329	2487
3564	20335	2481
3565	20342	2475
3566	20348	2470
3567	20355	2464
3568	20363	2459
3569	20369	2453
3570	20374	2447
3571	20380	2441
3572	20385	2436
3573	20391	2430
3574	20397	2424
3575	20402	2419
3576	20408	2413
3577	20413	2407
3578	20418	2401
3579	20423	2396
3580	20429	2390
3581	20434	2384
3582	20438	2378
3583	20443	2372
3584	20448	2367
3585	20454	2361
3586	20460	2355
3587	20468	2350
3588	20475	2344
3589	20481	2339
3590	20486	2333
3591	20491	2327
3592	20496	2321
3593	20501	2315
3594	20506	2310
3595	20511	2304
3596	20517	2298
3597	20523	2293
3598	20530	2287
3599	20535	2281
3600	20543	2276
3601	20548	2270
3602	20554	2264
3603	20561	2259
3604	20566	2253
3605	20573	2247
3606	20579	2242
3607	20584	2236
3608	20592	2230
3609	20597	2225
3610	20603	2219
3611	20610	2213
3612	20616	2208
3613	20623	2202
3614	20628	2196
3615	20636	2191
3616	20641	2185
3617	20647	2180
3618	20654	2174
3619	20659	2168
3620	20664	2162
3621	20670	2157
3622	20675	2151
3623	20680	2145
3624	20685	2139
3625	20690	2134
3626	20696	2128
3627	20701	2122
3628	20706	2116
3629	20713	2111
3630	20719	2105
3631	20727	2100
3632	20733	2094
3633	20738	2088
3634	20743	2082
3635	20749	2077
3636	20754	2071
3637	20760	2065
3638	20765	2060
3639	20771	2054
3640	20776	2048
3641	20781	2042
3642	20786	2037
3643	20791	2031
3644	20796	2025
3645	20801	2019
3646	20806	2013
3647	20811	2008
3648	20816	2002
3649	20822	1996
3650	20827	1990
3651	20831	1985
3652	20837	1979
3653	20842	1973
3654	20847	1967
3655	20852	1962
3656	20857	1956
3657	20861	1950
3658	20866	1944
3659	20873	1939
3660	20879	1933
3661	20887	1927
3662	20892	1922
3663	20898	1916
3664	20903	1910
3665	20908	1904
3666	20914	1899
3667	20919	1893
3668	20924	1887
3669	20929	1881
3670	20934	1876
3671	20939	1870
3672	20944	1864
3673	20949	1858
3674	20954	1853
3675	20959	1847
3676	20964	1841
3677	20969	1835
3678	20974	1830
3679	20979	1824
3680	20984	1818
3681	20989	1812
3682	20994	1807
3683	20999	1801
3684	21004	1795
3685	21009	1789
3686	21014	1783
3687	21019	1778
3688	21024	1772
3689	21029	1766
3690	21034	1760
3691	21039	1755
3692	21046	1749
3693	21052	1743
3694	21060	1738
3695	21066	1732
3696	21072	1727
3697	21077	1721
3698	21082	1715
3699	21087	1709
3700	21092	1704
3701	21098	1698
3702	21103	1692
3703	21108	1686
3704	21113	1681
3705	21118	1675
3706	21123	1669
3707	21128	1663
3708	21133	1658
3709	21138	1652
3710	21143	1646
3711	21148	1640
3712	21154	1635
3713	21159	1629
3714	21164	1623
3715	21169	1617
3716	21174	1612
3717	21179	1606
3718	21184	1600
3719	21189	1594
3720	21195	1589
3721	21200	1583
3722	21205	1577
3723	21211	1572
3724	21218	1566
3725	21227	1561
3726	21236	1555
3727	21245	1550
3728	21251	1544
3729	21258	1538
3730	21266	1533
3731	21273	1527
3732	21278	1521
3733	21285	1516
3734	21292	1510
3735	21301	1505
3736	21308	1499
3737	21313	1493
3738	21320	1488
3739	21327	1482
3740	21333	1477
3741	21339	1471
3742	21344	1465
3743	21349	1459
3744	21354	1454
3745	21359	1448
3746	21364	1442
3747	21369	1436
3748	21374	1431
3749	21379	1425
3750	21384	1419
3751	21389	1413
3752	21394	1408
3753	21399	1402
3754	21404	1396
3755	21411	1390
3756	21419	1385
3757	21429	1380
3758	21435	1374
3759	21439	1368
3760	21445	1362
3761	21450	1357
3762	21455	1351
3763	21460	1345
3764	21465	1339
3765	21470	1334
3766	21475	1328
3767	21480	1322
3768	21485	1316
3769	21490	1311
3770	21495	1305
3771	21500	1299
3772	21505	1293
3773	21510	1288
3774	21515	1282
3775	21520	1276
3776	21525	1270
3777	21530	1265
3778	21535	1259
3779	21540	1253
3780	21546	1247
3781	21551	1242
3782	21556	1236
3783	21561	1230
3784	21566	1225
3785	21571	1219
3786	21576	1213
3787	21581	1207
3788	21588	1202
3789	21597	1196
3790	21608	1191
3791	21613	1185
3792	21620	1179
3793	21626	1174
3794	21633	1168
3795	21640	1162
3796	21647	1157
3797	21652	1151
3798	21657	1145
3799	21663	1140
3800	21668	1134
3801	21673	1128
3802	21680	1123
3803	21685	1117
3804	21692	1111
3805	21698	1106
3806	21703	1100
3807	21708	1094
3808	21713	1088
3809	21718	1083
3810	21724	1077
3811	21728	1071
3812	21733	1065
3813	21738	1060
3814	21743	1054
3815	21748	1048
3816	21753	1042
3817	21760	1037
3818	21766	1031
3819	21772	1025
3820	21778	1020
3821	21783	1014
3822	21789	1008
3823	21794	1003
3824	21799	997
3825	21804	991
3826	21809	985
3827	21814	980
3828	21819	974
3829	21824	968
3830	21829	962
3831	21834	957
3832	21839	951
3833	21844	945
3834	21849	940
3835	21854	934
3836	21859	928
3837	21864	922
3838	21869	917
3839	21874	911
3840	21879	905
3841	21884	899
3842	21889	894
3843	21894	888
3844	21899	882
3845	21904	877
3846	21909	871
3847	21914	865
3848	21919	859
3849	21924	854
3850	21929	848
3851	21936	842
3852	21942	837
3853	21951	831
3854	21956	825
3855	21961	820
3856	21967	814
3857	21972	808
3858	21977	803
3859	21982	797
3860	21987	791
3861	21992	785
3862	21997	780
3863	22002	774
3864	22007	768
3865	22012	762
3866	22017	757
3867	22022	751
3868	22027	745
3869	22033	740
3870	22038	734
3871	22043	728
3872	22048	722
3873	22053	717
3874	22058	711
3875	22063	705
3876	22068	700
3877	22073	694
3878	22078	688
3879	22083	682
3880	22090	677
3881	22095	671
3882	22100	665
3883	22107	660
3884	22114	654
3885	22123	649
3886	22128	643
3887	22133	637
3888	22139	631
3889	22144	626
3890	22149	620
3891	22154	614
3892	22159	609
3893	22164	603
3894	22169	597
3895	22174	591
3896	22179	586
3897	22184	580
3898	22189	574
3899	22194	569
3900	22199	563
3901	22204	557
3902	22210	551
3903	22217	546
3904	22223	540
3905	22229	534
3906	22234	529
3907	22239	523
3908	22244	517
3909	22249	512
3910	22254	506
3911	22259	500
3912	22264	495
3913	22269	489
3914	22274	483
3915	22279	477
3916	22286	472
3917	22292	466
3918	22300	460
3919	22306	455
3920	22311	449
3921	22317	443
3922	22322	438
3923	22327	432
3924	22332	426
3925	22337	421
3926	22343	415
3927	22348	409
3928	22353	403
3929	22358	398
3930	22363	392
3931	22370	386
3932	22375	381
3933	22381	375
3934	22386	369
3935	22391	364
3936	22396	358
3937	22401	352
3938	22406	346
3939	22411	341
3940	22416	335
3941	22421	329
3942	22426	324
3943	22431	318
3944	22436	312
3945	22441	307
3946	22446	301
3947	22451	295
3948	22458	290
3949	22465	284
3950	22473	278
3951	22480	273
3952	22485	267
3953	22490	261
3954	22495	255
3955	22500	250
3956	22506	244
3957	22510	238
3958	22516	233
3959	22521	227
3960	22526	221
3961	22531	216
3962	22536	210
3963	22541	204
3964	22546	199
3965	22551	193
3966	22556	187
3967	22561	181
3968	22566	176
3969	22571	170
3970	22576	164
3971	22581	159
3972	22586	153
3973	22591	147
3974	22596	142
3975	22601	136
3976	22606	130
3977	22610	125
3978	22615	119
3979	22620	113
3980	22625	107
3981	22632	102
3982	22638	96
3983	22644	90
3984	22651	85
3985	22656	79
3986	22662	73
3987	22667	68
3988	22672	62
3989	22677	56
3990	22682	51
3991	22687	45
3992	22692	39
3993	22697	34
3994	22702	28
3995	22707	22
3996	22712	17
3997	22717	11
3998	22722	5
3999	22727	0
